GFA_sqm,Building_Type,Num_Floors,Year_Built,Structure_Type,Actual_Scope3_tCO2e,Intensity_kgCO2e_m2,City,Country,Latitude,Longitude
48346,Education,26,1987,Timber,16369.523072329179,338.59105349623917,Rome,Italy,41.99806850475888,12.402490338289562
9555,Healthcare,24,2007,Steel,7014.440830070801,734.1120701277657,Madrid,Spain,40.47516457502581,-3.7726947199177405
5827,Residential,14,1980,Mixed,2275.890569531594,390.5767237912466,Amsterdam,Netherlands,52.312431930759566,4.930161248672597
49033,Healthcare,1,1989,Steel,33348.597899687484,680.1255868432991,Amsterdam,Netherlands,52.34527725707613,4.845357976076413
8936,Office,38,2004,Concrete,5309.067748235031,594.1212788982801,Dublin,Ireland,53.316798199614084,-6.184585730547341
21354,Residential,30,1982,Timber,6728.909420018941,315.11236396080085,Oslo,Norway,59.99928928346963,10.821116423890944
39374,Education,36,1984,Steel,28533.89712502975,724.6888079704818,Lisbon,Portugal,38.77119184372504,-9.197644053205597
41726,Office,14,1997,Steel,23822.36592331818,570.9237866873934,Madrid,Spain,40.35667722305851,-3.625364529121782
3117,Office,21,1986,Concrete,1834.2018267624724,588.4510191730742,Rome,Italy,41.91594573023972,12.525628695156415
3798,Office,26,2005,Concrete,2242.7076740735283,590.4970179235199,Berlin,Germany,52.43372758153988,13.50599721581025
42196,Residential,15,1989,Concrete,22817.502862645008,540.7503759276948,Oslo,Norway,59.857840843308765,10.899033857262808
39620,Education,25,1998,Concrete,21429.831020529553,540.8841751774244,Lisbon,Portugal,38.758529647995715,-9.044990424304544
17852,Education,11,1989,Timber,4535.47639685216,254.05984745978935,Stockholm,Sweden,59.245584945037734,18.15584119498294
6733,Office,21,1993,Concrete,3982.1566307825487,591.4386797538317,Stockholm,Sweden,59.24625640490092,18.10963706338543
1051,Residential,28,1988,Timber,332.55460703675465,316.4173235363983,Madrid,Spain,40.48302925147162,-3.796832797790775
17059,Education,23,2004,Timber,5415.600979113907,317.4629801930891,Amsterdam,Netherlands,52.35901387855622,4.977124052850949
45845,Residential,22,2014,Steel,31056.780374857746,677.4300441674718,Madrid,Spain,40.48678563589106,-3.6175768736154366
39924,Education,34,2007,Mixed,19961.378102633753,499.9844229694858,Stockholm,Sweden,59.260390035282924,18.002548209423207
24632,Education,7,1989,Timber,4949.537254357344,200.9393169193465,Paris,France,48.92341024955755,2.379634935693176
26337,Residential,17,1998,Steel,18107.245696039074,687.5211943668251,Amsterdam,Netherlands,52.32839524044675,4.929366308567428
43924,Residential,21,2008,Concrete,24275.706945106038,552.6752332461988,Amsterdam,Netherlands,52.335931767618355,4.852307328391155
12740,Residential,31,1998,Steel,8581.074623401912,673.553738100621,Rome,Italy,41.96055646600851,12.591701825710697
28111,Education,31,1998,Steel,20352.750187856083,724.0137379622241,London,United Kingdom,51.64432862043686,-0.1379290493809412
9806,Office,34,2013,Timber,3515.454475411089,358.50035441679466,London,United Kingdom,51.56825014843351,-0.38858325883999134
32081,Education,38,1994,Concrete,22418.152592538747,698.7984349782971,Rome,Italy,41.832846800903255,12.412911790031382
31080,Office,20,2001,Concrete,18141.195467617825,583.6935478641514,London,United Kingdom,51.51785632744607,-0.32273708534734413
19809,Office,6,2020,Timber,4010.5587123339296,202.46144239153566,Lisbon,Portugal,38.78834919151977,-9.19683387670938
16737,Education,39,2019,Timber,5662.971136325174,338.35042936757924,Dublin,Ireland,53.321080190292896,-6.270118711022661
13291,Education,1,2020,Concrete,5672.131815144539,426.76486458088476,Berlin,Germany,52.46449737436102,13.429912959372636
47403,Education,25,2016,Timber,14071.633035392795,296.8511072166908,London,United Kingdom,51.57633015856837,-0.14697993957677924
23748,Residential,32,2023,Timber,7380.252768200313,310.77365538994076,Dublin,Ireland,53.34264798355163,-6.17046483618049
48176,Residential,12,2004,Steel,30119.356641500348,625.194217898961,Paris,France,48.990889817331364,2.4581746678137337
43039,Residential,21,2019,Timber,11156.070310947427,259.2083996130818,Dublin,Ireland,53.33939680459811,-6.257913400621354
32600,Education,23,2020,Concrete,20221.207838352642,620.2824490292222,Berlin,Germany,52.524729072901025,13.385064683549928
36101,Healthcare,28,1996,Timber,14625.176151853924,405.1183111784694,Oslo,Norway,59.95833676297785,10.755610953736786
41959,Education,22,2023,Steel,24979.933960848182,595.3414991026522,London,United Kingdom,51.45395282490437,-0.47864805580647923
22008,Office,4,1997,Mixed,7688.504727281561,349.3504510760433,Oslo,Norway,59.97925251875716,10.801557270182725
44484,Residential,16,2009,Steel,29478.55972139743,662.6778104801149,Madrid,Spain,40.31113178135143,-3.7610199676668303
38118,Healthcare,28,2018,Steel,29189.32563073116,765.7622548594145,London,United Kingdom,51.43292404381298,0.021698189876804608
39855,Education,9,1993,Timber,8281.960618876356,207.8022988050773,Madrid,Spain,40.37685402936205,-3.6378834143378254
45026,Residential,25,1983,Concrete,24981.97609372493,554.8344532875434,Berlin,Germany,52.55971582570253,13.501235584479424
11626,Healthcare,14,1989,Concrete,7597.436084544536,653.4866750855442,Oslo,Norway,59.938850912603904,10.835617352505153
45146,Education,28,2005,Concrete,29017.84481820836,642.7556110886537,Dublin,Ireland,53.35025002450184,-6.115523883632232
16638,Healthcare,12,2003,Timber,4984.365995162401,299.5772325497296,Lisbon,Portugal,38.72493150684735,-9.101079299754925
1579,Healthcare,6,1981,Timber,400.3526659846053,253.54823684902175,Dublin,Ireland,53.392561458400984,-6.1970340436883955
17590,Residential,32,1990,Steel,12563.89186103865,714.2633235382973,Madrid,Spain,40.31896793847003,-3.6048759768568273
9476,Education,15,2000,Concrete,5360.956585273977,565.7404585557173,Lisbon,Portugal,38.7776088247448,-9.011411576355272
49573,Office,31,1994,Concrete,31261.956775501712,630.6246701934866,Dublin,Ireland,53.36184877692725,-6.188592487871172
1744,Residential,5,2024,Mixed,594.1505098760784,340.682631809678,Rome,Italy,41.87578449120646,12.558913512791063
48308,Education,38,2024,Concrete,29959.37387153511,620.1741713905587,Lisbon,Portugal,38.7290309381842,-9.16541825753643
44758,Healthcare,21,1989,Concrete,30141.576652436095,673.4343950229254,Dublin,Ireland,53.33643253527467,-6.210687024056235
23680,Residential,13,2018,Timber,6110.559350274937,258.0472698595835,Paris,France,48.89954870115269,2.4728782651529015
31627,Office,4,2022,Concrete,14991.584685275166,474.01222642916383,Berlin,Germany,52.490600336204125,13.481683079671905
29407,Education,25,1996,Concrete,15526.314003511045,527.9802089132195,London,United Kingdom,51.675751570208895,0.1647783610679754
45917,Education,17,2024,Steel,28235.77563661006,614.9307584687601,London,United Kingdom,51.69351533933762,-0.13184653972903249
26194,Residential,36,1995,Steel,18005.98938605921,687.4089251759643,Stockholm,Sweden,59.32246998182961,17.99179637892195
42364,Healthcare,4,2018,Concrete,25722.12158975213,607.1693322101816,Dublin,Ireland,53.378759632518324,-6.159021023675973
40539,Residential,8,1999,Concrete,19967.894459594187,492.56011395432023,Rome,Italy,41.96648941445506,12.586438133450722
48054,Residential,21,2001,Mixed,23161.76274181669,481.9944799978501,Stockholm,Sweden,59.25287088451341,18.1788104270007
34246,Education,8,1999,Mixed,13973.984739449475,408.0472095850457,Stockholm,Sweden,59.332377583910265,17.94538153322301
27012,Office,27,2001,Concrete,16337.537105817533,604.825155701819,Paris,France,48.826948972730726,2.466433392317143
28957,Residential,39,1994,Mixed,16075.213266503486,555.1408387092408,London,United Kingdom,51.67964188942475,-0.2052267848459819
49193,Healthcare,17,1980,Mixed,24469.47703862854,497.41786511553556,Paris,France,48.81550665164474,2.4990757000212382
12178,Residential,36,2003,Timber,4678.9549121080645,384.21373888225196,Lisbon,Portugal,38.70640774931264,-9.178921338506042
35421,Education,3,2017,Concrete,17007.07503612687,480.14101906007375,Stockholm,Sweden,59.35577312531696,17.94730278003216
31296,Healthcare,24,2020,Timber,10474.957547898943,334.70595436793656,Dublin,Ireland,53.34019064240728,-6.200288069896522
13254,Office,15,2024,Steel,8197.705834131275,618.5080605199392,London,United Kingdom,51.5109363842564,0.05929446197334198
39304,Education,32,2002,Concrete,25089.13521227373,638.3354165548984,London,United Kingdom,51.45216025481621,-0.3185842533414718
20195,Residential,35,2000,Steel,15086.72185181427,747.0523323502981,Berlin,Germany,52.48934036758884,13.578297439759718
43440,Residential,13,2022,Concrete,23246.73128626683,535.1457478422383,London,United Kingdom,51.575274187256184,-0.3263124796704118
13057,Residential,34,2000,Timber,4366.9033970622595,334.44921475547676,Amsterdam,Netherlands,52.38071786556507,4.995255343194326
12809,Education,37,2005,Steel,9952.816577028883,777.0174546825579,Madrid,Spain,40.49534069080017,-3.718546367988558
23294,Education,1,2018,Timber,4132.495821482884,177.40601963951593,Amsterdam,Netherlands,52.338425963006806,4.925965392849649
38411,Education,5,1982,Timber,8487.689616863785,220.97028499293913,Madrid,Spain,40.45783793777413,-3.645816078136421
9488,Residential,23,1990,Concrete,4868.4620667247345,513.1178400848161,Madrid,Spain,40.331732608845584,-3.721829663873498
14029,Education,34,1982,Concrete,8731.098654253427,622.3607280813619,Lisbon,Portugal,38.79194922785154,-9.181794912929922
23789,Office,35,2010,Concrete,14482.198954943426,608.7771219867765,Rome,Italy,41.86793984945475,12.480890347458852
4658,Healthcare,2,1997,Concrete,2324.383668580754,499.00894559483777,London,United Kingdom,51.48163854132225,-0.42935111748006083
20432,Office,11,2023,Timber,4558.551387590635,223.10842734879776,Oslo,Norway,59.80035439026419,10.780173258397404
33629,Education,20,2018,Mixed,15364.678436313114,456.8877586699906,London,United Kingdom,51.405106727253944,-0.22365416375575903
5993,Office,24,2000,Concrete,3484.1284625326193,581.3663378162222,London,United Kingdom,51.427579993580125,0.02347241167217362
42111,Residential,26,1987,Mixed,20176.790805004388,479.1334996795229,Stockholm,Sweden,59.35622305152086,18.09905576334009
5333,Healthcare,27,2015,Steel,4192.145931454952,786.0764919285491,Lisbon,Portugal,38.761643650099955,-9.186885867929204
1013,Healthcare,36,2006,Timber,435.4650170359796,429.8766209634547,London,United Kingdom,51.6154395634462,-0.16860132720847726
2104,Education,12,2016,Steel,1206.0174755659102,573.2022222271436,Lisbon,Portugal,38.786657297731395,-9.133284721080742
7428,Office,26,1989,Steel,5493.62355696851,739.5831390641504,Dublin,Ireland,53.330366579824215,-6.223379422025122
37956,Education,2,1997,Mixed,13024.782862948294,343.15478087649626,Lisbon,Portugal,38.776685875532024,-9.050843250960762
3775,Education,15,2010,Timber,868.7038839325637,230.1202341543215,Dublin,Ireland,53.35631996900457,-6.250046781382083
20292,Office,10,2021,Steel,11820.725828767121,582.5313339625035,Paris,France,48.81284264333402,2.3791271608637437
27623,Residential,25,2021,Timber,9100.903535394376,329.468324779871,Berlin,Germany,52.40339100429814,13.486288784389414
45738,Education,1,2023,Mixed,15335.90217438317,335.29892374793764,Oslo,Norway,59.84717634046876,10.610364934384506
6593,Office,11,1984,Mixed,2879.695181776273,436.78070404615096,Stockholm,Sweden,59.32679416108924,17.92131134824378
19580,Education,30,1993,Timber,6099.2425604414175,311.5037058448119,Oslo,Norway,59.92599509250315,10.896671809959878
46245,Office,35,2023,Timber,15824.241910021256,342.18276375870374,Paris,France,48.80528601903832,2.3222133199159742
45830,Office,31,2016,Mixed,24121.12848824139,526.3174446485139,Madrid,Spain,40.3681437532614,-3.750365416038325
46955,Healthcare,32,1982,Timber,18075.190175981712,384.94708073648627,Paris,France,48.932044854910885,2.3064064700446445
30216,Education,30,2005,Concrete,18344.07855227095,607.0981781927107,Berlin,Germany,52.57412316820062,13.385425324097039
30384,Residential,8,2016,Steel,18595.754354760917,612.02456407191,Oslo,Norway,59.87916822109159,10.637216086702395
49008,Education,14,2017,Timber,11452.217609653118,233.68057479703555,Rome,Italy,41.87667670214547,12.481500396246604
47238,Healthcare,3,2009,Mixed,22624.591963289182,478.94898097483343,London,United Kingdom,51.46586789257414,-0.19524108968836595
46018,Healthcare,17,1990,Concrete,29156.18219247721,633.5821242226348,Paris,France,48.81654501804084,2.47454042731553
18581,Office,35,2007,Concrete,12218.365782657771,657.5731006220209,Lisbon,Portugal,38.769558634804156,-9.09353139042932
42753,Residential,13,2003,Mixed,16417.248947865206,384.00226762718887,Stockholm,Sweden,59.375839527047944,18.078170346098332
42573,Residential,38,1992,Timber,15432.8857926732,362.50407048301037,Paris,France,48.95443779109972,2.2183828119500335
12015,Healthcare,7,1996,Steel,8849.36817919247,736.5266899036596,Oslo,Norway,59.92010149210474,10.642421083274307
49548,Education,24,2024,Mixed,21361.45500341239,431.126483478897,Amsterdam,Netherlands,52.32182118610193,4.92236362455553
21223,Education,15,2002,Steel,13315.799658139556,627.4230626273173,Rome,Italy,41.963745027507194,12.45326703487801
2492,Education,17,1982,Timber,628.7159453666947,252.29371804442002,Madrid,Spain,40.31580205404136,-3.6139887610822985
6334,Office,25,2004,Timber,1924.9222837258444,303.90310762959336,London,United Kingdom,51.49310164434586,-0.051564362892872306
45692,Education,7,1980,Mixed,16957.335377221607,371.12263366063223,Berlin,Germany,52.42142629641351,13.523176174440891
43971,Office,24,2003,Timber,12901.827874754186,293.41674910177585,Dublin,Ireland,53.3501282099146,-6.179158284841269
29123,Healthcare,7,1988,Steel,19602.427893273652,673.090955371138,Stockholm,Sweden,59.2682290693618,18.119474813557648
38212,Office,27,1996,Mixed,19939.027398609047,521.8001517483787,Stockholm,Sweden,59.2751891453669,18.184496395999613
45153,Office,33,1983,Timber,14688.243496330588,325.29939309305223,Dublin,Ireland,53.31828240396407,-6.2752689186604
46473,Healthcare,2,1992,Steel,33484.99057989731,720.5256940567062,Stockholm,Sweden,59.23005591292586,18.171983898324378
15788,Residential,14,2002,Timber,4047.178059598098,256.3452026601278,London,United Kingdom,51.57998764091657,0.14870110552828508
45814,Residential,30,2000,Mixed,23449.050315130822,511.83154309012144,Paris,France,48.99537342059286,2.417705066169168
37020,Healthcare,32,2012,Concrete,25459.256502320026,687.7162750491633,Lisbon,Portugal,38.75431934078103,-9.07496295624776
5194,Education,4,2004,Steel,2722.6410019231284,524.1896422647533,Amsterdam,Netherlands,52.339016594447536,4.876728543984246
3970,Office,2,1988,Timber,779.5343770753846,196.35626626583996,Berlin,Germany,52.400176345381624,13.558822013097352
8703,Healthcare,31,2023,Mixed,5773.489577198712,663.390736205758,Berlin,Germany,52.51782291569116,13.558236041359603
25391,Office,12,1996,Timber,6470.975110110781,254.85310189085823,Lisbon,Portugal,38.70392652196315,-9.042086274768923
20318,Office,8,2004,Concrete,9460.804705355295,465.6366131191699,Stockholm,Sweden,59.29995419433859,18.178602321918223
9899,Healthcare,23,1988,Steel,7317.245371512391,739.1903597850683,Stockholm,Sweden,59.36498356855497,18.106916715694
5994,Residential,19,2013,Concrete,3420.597133153325,570.6701923846055,Berlin,Germany,52.541844126098255,13.457208881792154
40695,Office,17,1994,Concrete,19925.356675231273,489.62665377150205,London,United Kingdom,51.61779008427039,-0.4573842979248638
32811,Residential,32,2014,Steel,25536.645633889115,778.2952556730705,Berlin,Germany,52.52816815057491,13.480074997259694
48565,Residential,24,2014,Timber,15961.962143401726,328.6721330876501,Dublin,Ireland,53.3374136693738,-6.270770138903708
36996,Office,9,2012,Timber,9007.91531680445,243.48349326425694,Stockholm,Sweden,59.370435518292325,18.18246543070694
9616,Education,23,2015,Steel,7005.7019710531695,728.5463780213362,Berlin,Germany,52.519443520708805,13.51008184891971
34487,Office,25,1985,Concrete,18330.874696154075,531.5299879999441,Amsterdam,Netherlands,52.35298260444138,4.905091634712908
26920,Residential,36,1987,Mixed,15191.163688090372,564.3077150107864,Oslo,Norway,59.94006677489179,10.690426849018941
12653,Office,1,2002,Steel,6869.985325382656,542.953080327405,Oslo,Norway,59.97487388438044,10.634046351985848
13459,Healthcare,38,2022,Concrete,11197.734396739492,831.9885873199712,Madrid,Spain,40.30088202679606,-3.736584993724729
25121,Office,3,1999,Mixed,9257.43121622562,368.51364261875,Amsterdam,Netherlands,52.34426262199413,4.871796587604957
29025,Healthcare,5,1995,Steel,19285.73467254472,664.4525296311705,Paris,France,48.82853859508781,2.3753784618289586
44828,Healthcare,21,1990,Concrete,28786.736886601528,642.1597413804213,Paris,France,48.82374314095357,2.4910321478579958
11819,Education,26,1982,Mixed,5767.829750696904,488.0133472118541,Madrid,Spain,40.41272827021167,-3.6283174023128373
6996,Education,11,1990,Concrete,3540.353232902139,506.05392122672083,Rome,Italy,41.82720149207925,12.491537641409993
14532,Education,14,2004,Timber,3457.522609075833,237.92475977675699,Lisbon,Portugal,38.70370284554107,-9.12683907669447
39421,Office,11,2008,Timber,8923.312051341345,226.35935291700733,Paris,France,48.978339023192,2.3755852137049267
36654,Education,30,1983,Timber,12651.32502470223,345.155372529662,Madrid,Spain,40.384905252913896,-3.6912665316883353
39998,Residential,12,1991,Concrete,21560.172730392624,539.0312698233067,Madrid,Spain,40.371421890739924,-3.6736036822804334
13647,Education,23,2015,Steel,8569.07253267668,627.9088834671854,Madrid,Spain,40.460241708391386,-3.748811227709363
35235,Residential,33,2019,Mixed,17222.240911262303,488.7822026752463,Berlin,Germany,52.46038832738749,13.44231620262785
13118,Residential,34,1986,Timber,4333.084563572,330.3159447760329,Dublin,Ireland,53.32113637464536,-6.297483505979692
11647,Education,21,1997,Concrete,6926.607997121104,594.7117710243929,Berlin,Germany,52.584264788140786,13.480700039144299
19616,Residential,34,2005,Concrete,11835.39914955724,603.3543612131546,Rome,Italy,41.946091387078575,12.46199297639055
41538,Healthcare,35,2008,Concrete,33951.30079886994,817.3552120677437,Dublin,Ireland,53.37796030849456,-6.238786606092989
42393,Education,16,1993,Concrete,24327.433190046166,573.854956951529,Amsterdam,Netherlands,52.38092925143565,4.853280057118024
18999,Office,18,2012,Timber,5089.978171584209,267.907688382768,Rome,Italy,41.98934786433489,12.464331025406564
22597,Residential,24,1994,Steel,13966.477212845786,618.0677617757129,Amsterdam,Netherlands,52.39359164308887,4.818223474873239
8218,Residential,15,2014,Mixed,3833.7171148739467,466.50244766049485,Amsterdam,Netherlands,52.37525281003776,4.857732792262565
35772,Healthcare,26,1983,Timber,11983.44193357825,334.99502218434105,Lisbon,Portugal,38.71828704352347,-9.15789188231925
34125,Office,16,2013,Timber,8026.235845307613,235.2010504119447,Madrid,Spain,40.46607742312878,-3.7111342099528404
28573,Residential,18,2017,Steel,19326.810438571243,676.4011632860128,Oslo,Norway,59.89808450795496,10.750190588784474
26223,Healthcare,19,1983,Timber,8988.63898872117,342.7769129665244,Madrid,Spain,40.30395647121605,-3.7478463684237435
1797,Residential,31,2010,Mixed,965.825328821476,537.4654027943661,Lisbon,Portugal,38.75024899951804,-9.046453269725856
18151,Healthcare,1,2013,Timber,3893.6140013073705,214.51236853657488,Amsterdam,Netherlands,52.316816602357356,4.926375350201378
32311,Healthcare,35,2006,Timber,13830.896665390248,428.05535778497256,Rome,Italy,41.99876541444578,12.565179136361914
5773,Office,24,2005,Steel,3784.2222703186003,655.5035978379699,Dublin,Ireland,53.346238631844265,-6.130508436355184
35096,Education,28,2011,Timber,10240.395419642295,291.7824088113259,Madrid,Spain,40.37858941607363,-3.739523725583046
1153,Healthcare,15,1985,Mixed,556.0264690226721,482.2432515374433,Lisbon,Portugal,38.78146954644136,-9.086415564271249
31022,Residential,1,1980,Steel,16679.655133415374,537.6718178523427,Amsterdam,Netherlands,52.3406910034909,4.847480586144209
18039,Healthcare,4,2013,Steel,12351.316164978798,684.7007131758301,Oslo,Norway,59.830511273173926,10.608049045247531
43276,Office,23,1999,Timber,13007.016015531055,300.5595714837567,Madrid,Spain,40.474028388281894,-3.6651840420554587
23425,Office,22,2003,Steel,16317.438742101915,696.5822301857808,London,United Kingdom,51.43380735005312,-0.12264504966608597
36692,Healthcare,13,2018,Timber,9990.252104728002,272.273304936444,Lisbon,Portugal,38.78530489977581,-9.07035684042426
14909,Residential,11,2003,Steel,9358.377865909046,627.699903810386,Paris,France,48.9604832597839,2.4282524987550635
8840,Residential,8,2011,Mixed,3708.4400992646188,419.506798559346,Madrid,Spain,40.48244869419484,-3.6227182613704043
37440,Office,31,1993,Steel,24925.877361812603,665.7552714159349,Dublin,Ireland,53.32633793639182,-6.16103818571234
3595,Healthcare,37,1985,Mixed,2174.7532504572546,604.938317234285,Paris,France,48.89593267100711,2.4833151926483397
4049,Office,3,2022,Steel,2217.106678539662,547.5689499974468,Oslo,Norway,59.95687547002577,10.816877991421807
44374,Education,4,1982,Timber,8273.164557629703,186.44171266123638,London,United Kingdom,51.53874391373056,-0.20699834661078265
9052,Education,31,1982,Mixed,4653.384577235966,514.0725339412247,Lisbon,Portugal,38.77664302539234,-9.140783098619643
38422,Education,35,1993,Concrete,25367.950919900195,660.2454562464263,London,United Kingdom,51.68358997133456,-0.26931662529820344
47151,Healthcare,25,1996,Steel,36882.12058838995,782.2129029795753,Madrid,Spain,40.46743086902027,-3.7692371819987742
15251,Healthcare,37,2001,Mixed,9593.717309953321,629.0549675400512,Oslo,Norway,59.930654403897464,10.743481063363669
19211,Residential,29,2008,Concrete,12407.927559794645,645.8761938365856,Stockholm,Sweden,59.344776764988666,17.998114162708607
49017,Residential,5,1980,Timber,10547.946608722492,215.18955890247244,Berlin,Germany,52.59090794512066,13.33880218966555
45046,Healthcare,4,2012,Mixed,18440.50942709394,409.3706306241163,London,United Kingdom,51.59667790915865,0.18753698652910622
16544,Office,12,2006,Steel,11059.350581667382,668.4810554682896,Paris,France,48.86134203079904,2.245181378377531
25989,Residential,20,2001,Steel,17110.64094460277,658.3801202278952,Rome,Italy,41.8631744847045,12.51900931833546
4079,Residential,37,1984,Mixed,2277.026724159848,558.2316068055524,Oslo,Norway,59.8041861298132,10.865983274379575
37222,Office,3,2013,Concrete,16715.241053129463,449.0688585548725,Rome,Italy,41.816854219815575,12.446620925944515
48430,Residential,20,2011,Concrete,27513.880025259008,568.116457263246,Amsterdam,Netherlands,52.37099984605702,4.851320044692647
44664,Residential,37,1998,Concrete,26130.61239679872,585.0486386530253,London,United Kingdom,51.45754985668336,-0.20204119535491194
39291,Healthcare,13,1999,Timber,12385.799125211448,315.23247372709903,Dublin,Ireland,53.30568446022925,-6.244889631608804
14271,Healthcare,9,2011,Timber,3761.3564943847673,263.5664280278024,Stockholm,Sweden,59.24488048311832,18.065575192136688
38997,Office,27,2015,Mixed,19142.461848659914,490.870114333408,Berlin,Germany,52.596002475121715,13.44781537034259
19689,Education,22,2014,Timber,5722.049866081931,290.6216601189462,Paris,France,48.91168231529284,2.4329149775609
49134,Education,24,1982,Concrete,30281.563675939382,616.3056880355635,Paris,France,48.89739443867546,2.2192918525161094
32044,Healthcare,34,1995,Mixed,18720.285822936836,584.2056491991274,Lisbon,Portugal,38.74189684476411,-9.127081082134882
3665,Office,14,2012,Mixed,1418.1188979419996,386.935579247476,Oslo,Norway,59.99606429850062,10.79791718164723
43658,Office,39,2001,Timber,17174.15144272621,393.3792533493566,Lisbon,Portugal,38.79988377612547,-9.07207150628533
48540,Office,26,2013,Concrete,28647.451902492947,590.1823630509466,Lisbon,Portugal,38.743637042651436,-9.189698290707522
4462,Education,8,2011,Timber,1000.5753050769144,224.24368110195306,Stockholm,Sweden,59.37113930409879,18.1250112612622
49242,Office,30,1980,Concrete,30490.7060180027,619.2012107144856,Oslo,Norway,59.956445772038556,10.624504619877877
33503,Residential,2,2014,Timber,6777.159776593095,202.28516182410814,Paris,France,48.81835189532594,2.2971090409024955
5218,Education,34,2015,Concrete,2974.620975854849,570.0691789679664,Amsterdam,Netherlands,52.31199724172315,4.831772113211565
30340,Healthcare,12,1997,Timber,9294.63979529128,306.3493670168516,Oslo,Norway,59.971246056713355,10.776713451394512
32246,Office,33,1981,Timber,10779.093043355731,334.27690390608853,London,United Kingdom,51.670795209689366,-0.33168739072146974
45955,Office,20,2024,Mixed,20514.244954592148,446.3985410639136,Rome,Italy,41.823855494053795,12.464372026364687
5531,Education,39,1986,Steel,4058.540645510625,733.7806265613135,Dublin,Ireland,53.367967237010085,-6.120912522899936
11709,Healthcare,21,1988,Mixed,6280.867941791104,536.4136938928264,Madrid,Spain,40.46250242390562,-3.661061416589172
43914,Residential,15,1998,Timber,10226.999606562451,232.8869974623685,Oslo,Norway,59.86710910752789,10.803644190713264
27798,Residential,11,2005,Steel,15563.262154134036,559.8698522963535,Madrid,Spain,40.34719272519198,-3.601365846174751
23188,Healthcare,17,1994,Steel,17686.273806388028,762.7339057438343,Berlin,Germany,52.42384126613654,13.55666895795265
10044,Education,23,1996,Concrete,5388.1369619989155,536.4533016725323,Oslo,Norway,59.80566671212451,10.835780645323124
40943,Education,14,2017,Mixed,18322.43629853084,447.51083942385367,Rome,Italy,41.90890452618565,12.587431497135976
18143,Office,23,1984,Steel,11137.126990576933,613.8525596966838,Oslo,Norway,59.988064220784395,10.80256706499758
31534,Healthcare,22,2023,Concrete,19203.098389342824,608.9648756688914,Rome,Italy,41.903567547880535,12.549332181742948
42565,Education,3,1984,Timber,8727.411104038621,205.03726310439615,Madrid,Spain,40.40554416027389,-3.7371079192052457
1413,Residential,11,2020,Timber,318.18996841375207,225.18752187809773,Madrid,Spain,40.44558146066413,-3.7488597739743557
18455,Healthcare,39,1987,Steel,17106.144836900672,926.9111263560376,Paris,France,48.997826321261925,2.4958895323889143
35477,Residential,38,2001,Timber,13767.356983520449,388.06429471264335,Rome,Italy,41.88055263036271,12.536551364460323
34180,Healthcare,29,1998,Steel,30559.852726020727,894.0858023996702,Stockholm,Sweden,59.2985351678187,18.185446241498536
25987,Education,28,2004,Timber,9069.305695014664,348.9939467816471,Paris,France,48.89661410298934,2.484770218675383
15232,Healthcare,37,2010,Concrete,10533.360971967522,691.5284251554308,Paris,France,48.951025311132184,2.336997940698521
4823,Office,1,2015,Mixed,1723.464700663007,357.3428780143079,Oslo,Norway,59.94435908398929,10.884940627374423
14430,Office,25,1991,Timber,4025.7057553069108,278.98168782445674,Dublin,Ireland,53.342891966501,-6.111084280747321
24298,Healthcare,38,2015,Mixed,16244.473231874073,668.5518656627736,Madrid,Spain,40.34560113547156,-3.6922131212218754
12651,Healthcare,6,2017,Concrete,7241.055838866749,572.3702346744723,Amsterdam,Netherlands,52.358534106527536,4.957856356410421
3215,Education,4,2006,Mixed,1108.9340048131444,344.92504037733886,Oslo,Norway,59.94010239793142,10.626523876716412
19551,Residential,5,1985,Concrete,9685.130604069926,495.37776093652116,Paris,France,48.97741934991718,2.326841464642306
45397,Education,28,2024,Timber,14050.931826547332,309.51234281003883,Madrid,Spain,40.30680818714373,-3.7589132130038507
49616,Office,4,1999,Timber,10109.957194278086,203.76405180341192,Lisbon,Portugal,38.747257909961526,-9.020231818575997
38327,Office,33,1989,Mixed,17891.404282622156,466.8094106666881,Oslo,Norway,59.89876395913841,10.767122748875286
31541,Healthcare,5,2015,Concrete,18959.73020171092,601.1137947975942,Berlin,Germany,52.55013315270965,13.542315966796318
38955,Residential,19,2022,Timber,11684.019181347716,299.93631578353785,Amsterdam,Netherlands,52.358109444118874,4.846486014825843
24497,Office,17,1982,Steel,15319.42905324436,625.3593931193354,Paris,France,48.85739496508426,2.2428619778074514
31964,Healthcare,27,2000,Mixed,17254.803256414812,539.8198991495061,Dublin,Ireland,53.35251964798859,-6.287002681590404
7327,Office,35,2009,Timber,2684.3943813602455,366.3701898949427,London,United Kingdom,51.43664050046408,-0.47026860253693065
13417,Healthcare,37,2008,Concrete,10667.471694909023,795.0713046813015,Amsterdam,Netherlands,52.378978708023645,4.849496065188221
47311,Education,22,1997,Steel,32726.699683084946,691.7355304915336,Rome,Italy,41.84223831177811,12.473365686821786
48929,Healthcare,18,1987,Steel,34460.4739938211,704.2954892562918,Oslo,Norway,59.85613832400479,10.751606732959042
41519,Healthcare,4,1993,Steel,28767.872251998397,692.8845167754137,Amsterdam,Netherlands,52.36934534536944,4.86724602716412
