GFA_sqm,Building_Type,Num_Floors,Year_Built,Structure_Type,Actual_Scope3_tCO2e,Intensity_kgCO2e_m2
37768,Residential,18,1993,Mixed,16165.949319379233,428.03297287066385
8103,Office,36,1998,Steel,5557.372926800598,685.8414077256076
1046,Education,32,1994,Steel,811.0855491595864,775.4163949900444
16930,Education,5,2001,Concrete,7554.744834852059,446.23418989084814
23018,Office,28,1980,Concrete,12238.184573874616,531.6788849541496
25356,Education,22,2023,Timber,7345.180206243124,289.68213465227655
10952,Education,21,1980,Concrete,5648.758670499622,515.7741664079275
14381,Office,6,2014,Mixed,5809.042958107008,403.93873570036914
1388,Education,21,2010,Concrete,727.7879475396182,524.3429016856039
5852,Office,20,1981,Steel,3434.442408649516,586.8835284773609
12060,Office,6,1986,Mixed,4995.824363554402,414.2474596645441
13158,Residential,29,1998,Steel,8747.00811332124,664.7672984740265
24948,Education,32,2006,Timber,9228.152061452964,369.8954650253714
22831,Office,21,2009,Steel,13610.76130603127,596.1526567400144
30503,Residential,38,2001,Timber,10849.937559225897,355.7006707283184
25169,Residential,10,1988,Concrete,12036.99680581128,478.24692303274986
36495,Healthcare,24,2020,Steel,32253.380280299407,883.7753193670203
28472,Healthcare,28,1985,Concrete,20974.98918926364,736.6882968974305
37158,Office,1,2020,Mixed,12162.590314704485,327.32090841015355
25966,Residential,9,2016,Steel,16923.59513205637,651.7598063643368
19579,Education,23,2021,Concrete,11841.119524492773,604.7867370393162
8766,Residential,4,1989,Timber,1609.5685773546718,183.61494151889937
44702,Education,9,2019,Mixed,16417.7563814142,367.2711820816564
45174,Education,28,2017,Steel,28189.837372300826,624.0279225284638
15612,Office,15,1982,Concrete,7450.934090926511,477.2568595264227
10363,Education,21,2005,Steel,7431.413304280815,717.1102291113399
45867,Education,10,2001,Timber,10924.413252196704,238.17588358071603
43268,Office,37,1986,Steel,33681.9557897656,778.4495652622169
46639,Education,34,2005,Mixed,25708.085883463846,551.21434600793
29917,Residential,7,1982,Mixed,11921.296174444691,398.4789977084831
48220,Residential,18,1991,Timber,14026.486120051839,290.88523683226543
36304,Office,29,2022,Mixed,16600.29348378023,457.2579738811214
8825,Healthcare,7,2002,Steel,5882.34979794397,666.5552178973337
28151,Office,37,2004,Steel,19512.77917255876,693.1469280863472
1401,Office,27,2005,Mixed,629.2505661378117,449.143873046261
45412,Residential,17,2011,Mixed,19188.677040644176,422.5463983230022
32513,Healthcare,24,2006,Timber,11908.08233117679,366.2560308546363
9513,Education,9,2024,Mixed,3684.191741368558,387.2796952978616
31860,Education,14,2011,Steel,18530.71885832244,581.6295937954313
26604,Office,20,1993,Timber,7578.888668853436,284.8777878835301
24898,Residential,26,1997,Steel,17038.471528424856,684.3309313368485
30059,Education,3,2022,Concrete,15012.081194950299,499.4205128231245
26382,Residential,22,2020,Timber,8146.416085300526,308.7869033924845
12772,Office,29,2007,Timber,4090.40728987744,320.26364624784213
38394,Office,23,1987,Steel,25539.367034085124,665.1916193698266
42817,Residential,3,1981,Steel,24821.73901052804,579.7169117529962
14515,Healthcare,38,1995,Steel,14041.209868159554,967.3585854743062
8341,Healthcare,29,2014,Steel,7029.909183985242,842.8137134618441
44924,Office,28,1985,Mixed,22527.762964388712,501.4638715249914
19426,Healthcare,13,2019,Timber,6264.390882432878,322.4745641116482
6974,Education,31,2016,Steel,4629.223853369772,663.7831736979884
37764,Education,3,1994,Timber,8005.463837336083,211.9866496487682
34258,Education,16,2024,Concrete,16669.23000552129,486.5791933423227
27748,Office,39,2012,Concrete,17624.065265507943,635.1472273860438
38757,Education,11,1999,Concrete,20291.644810208516,523.5607712209024
41241,Healthcare,13,2014,Timber,12750.92210305598,309.18072071618
10431,Office,27,1997,Concrete,5764.520811058469,552.6335740637014
2067,Healthcare,26,1984,Steel,1611.7828976066555,779.7691812320539
21131,Office,13,1996,Steel,14291.28810199772,676.3185888977199
45887,Residential,36,2004,Concrete,29221.037183810677,636.8042622923851
32593,Residential,30,2016,Timber,10766.50396110665,330.3317878411514
15553,Education,15,2007,Mixed,6420.372996039984,412.80608217321316
27104,Office,6,1995,Mixed,9412.288245624568,347.2656525097612
40367,Education,5,2016,Mixed,15713.641124772095,389.26948063448106
31423,Education,11,2021,Timber,7606.675567628934,242.07349927215523
49351,Healthcare,11,1986,Concrete,31377.90567597343,635.810939514365
36046,Healthcare,13,2021,Steel,25196.6347251188,699.0133364345226
10990,Education,13,2016,Steel,6772.933429041234,616.2814767098484
4808,Education,5,2011,Concrete,2156.6413305896567,448.5526893905276
24420,Residential,5,2002,Concrete,12656.065618656714,518.2664053503978
28866,Residential,8,1982,Timber,5816.190390394176,201.48930888914902
47831,Residential,10,1995,Steel,27246.95527416269,569.6505461763854
1737,Education,21,2015,Mixed,745.4002649674276,429.1308376323705
13321,Residential,38,1982,Steel,9555.509350729808,717.3267285286246
34983,Residential,3,1996,Concrete,16256.736375934319,464.70389549021866
47887,Office,19,1998,Mixed,20333.193283956953,424.6077909235691
18754,Residential,36,2019,Timber,7187.387939311885,383.24559770245736
36671,Education,39,2003,Mixed,18774.815837406364,511.97992521083046
31412,Residential,38,2024,Concrete,22102.81062176266,703.6422584287106
29041,Education,2,1995,Steel,17549.149045238508,604.2887312846839
3393,Education,16,2006,Timber,850.1173999739433,250.55036839786126
15911,Residential,33,2011,Steel,11912.621246253106,748.7034910598394
21381,Residential,15,2009,Concrete,10925.431188938686,510.987848507492
48683,Healthcare,16,2002,Timber,16422.93857386517,337.34442359479016
40637,Healthcare,39,1994,Steel,34477.539678984685,848.4272874224151
44061,Healthcare,17,2015,Concrete,28783.462478914418,653.2639404215614
24882,Residential,36,2023,Steel,17421.99906954727,700.1848352040539
30581,Healthcare,18,2017,Steel,21539.36744797238,704.3382311883973
15678,Office,32,1982,Timber,4963.711088558676,316.60359028949335
43326,Education,4,1992,Steel,22362.402062679743,516.1427794552865
45583,Office,10,1992,Steel,29916.689509973923,656.3124302914227
43369,Residential,17,2023,Concrete,23078.777159160305,532.1491655136227
49446,Office,5,2004,Steel,27034.525938062197,546.7484920531933
20390,Residential,35,1999,Steel,15968.013771358144,783.1296601941218
18439,Healthcare,39,1989,Mixed,11968.582808841302,649.0906670015348
10723,Education,9,2011,Timber,2527.987128171081,235.75371893789807
26548,Healthcare,18,1988,Concrete,17830.14210889775,671.6190337840046
34770,Healthcare,22,2011,Timber,12207.986157482774,351.106878271003
46783,Office,24,1993,Steel,28355.50901192876,606.1071118125977
46125,Healthcare,26,1994,Steel,37238.57077006943,807.3402876979824
1570,Healthcare,9,2000,Concrete,858.4488662549613,546.782717359848
11301,Residential,4,1985,Concrete,5058.45447818709,447.61122716459516
17347,Healthcare,16,2017,Steel,13753.361046771026,792.8380150326295
13304,Residential,28,2023,Mixed,6181.552762849642,464.6386622707187
11882,Education,21,1987,Mixed,5722.612717815329,481.6203263604889
17415,Residential,11,1999,Concrete,8709.74097712403,500.12868085696425
49776,Healthcare,39,2019,Mixed,31190.567705991838,626.6186054723529
12215,Healthcare,12,1994,Steel,8312.082992830501,680.4816203708965
3406,Education,37,1992,Timber,1281.3455593764334,376.20245430899394
11140,Office,29,1990,Timber,3666.8834371682374,329.16368376734624
11551,Residential,25,2012,Steel,8564.449857631182,741.4466156723386
43848,Office,9,2006,Steel,27555.953484512407,628.4426538157363
20150,Residential,16,1995,Steel,11878.60399840886,589.508883295725
42078,Office,4,1989,Timber,7739.530530555828,183.93294668367858
2455,Education,16,1997,Concrete,1384.178321688835,563.8200903009512
49206,Residential,15,1990,Mixed,20793.055056202542,422.5715371337345
4374,Residential,37,1999,Concrete,2601.7547913141952,594.8227689332865
48119,Healthcare,5,1980,Timber,10913.17168756139,226.7954796974457
49076,Office,24,2002,Timber,14088.201618094652,287.0690687524381
15388,Residential,11,1994,Steel,8447.860118841707,548.9901298961339
16011,Education,28,2002,Timber,5200.8512228752115,324.8298808865912
12106,Residential,27,2000,Steel,8867.715656553582,732.5058364904662
29715,Healthcare,34,2021,Timber,11260.787953271007,378.9597157419151
24331,Office,16,2004,Concrete,13377.281658057282,549.8040219496643
39419,Education,19,1992,Steel,27672.07204166195,701.9983267374097
26130,Residential,29,1981,Timber,9143.071546144141,349.9070626155431
11188,Residential,10,1987,Timber,2644.2108490517744,236.34347953626872
10655,Residential,32,1998,Mixed,5021.2950045132275,471.2618493208097
49757,Residential,37,1998,Steel,37736.497274293906,758.4158464998675
17640,Office,39,2007,Steel,13954.628813427877,791.0787309199477
30227,Healthcare,20,1992,Mixed,14931.64062673756,493.98354539774243
44316,Residential,18,2007,Mixed,20162.78407038835,454.977526635715
13148,Residential,6,2017,Steel,8351.2689539287,635.1740914153255
21708,Residential,38,1983,Concrete,14162.030305910033,652.3876131338693
25694,Office,35,2009,Concrete,15423.076583566653,600.2598499091871
40150,Education,12,1994,Steel,24472.915261759128,609.5371173539011
22180,Residential,10,1991,Concrete,10128.367539372104,456.64416318179
11260,Office,35,1986,Concrete,7149.448929954751,634.9421785039743
30230,Education,2,2011,Timber,5306.200295769708,175.52763135195858
44479,Healthcare,24,2003,Mixed,26986.81432223639,606.7315884403064
7127,Office,34,2020,Mixed,3805.2757734414977,533.9239193828396
29573,Office,18,2005,Steel,20672.992753772913,699.0495639188758
4848,Healthcare,9,1980,Timber,1255.0252537034162,258.8748460609357
41887,Education,16,2017,Timber,10463.64295337907,249.8064543504923
46777,Office,29,1995,Concrete,29341.14137285772,627.2557319378694
33389,Residential,30,2023,Concrete,20753.00129791773,621.5520470190102
11501,Office,39,1985,Steel,9387.1839044164,816.2058868286584
49904,Office,5,1989,Timber,9695.094725556517,194.27490232359165
44449,Education,37,1986,Concrete,26152.76207799673,588.3768381290182
32586,Residential,32,1993,Timber,10101.034892745236,309.9808166926053
49336,Office,13,2013,Mixed,21178.11362823845,429.2628836597708
11223,Office,10,2011,Mixed,4289.036201709073,382.16485803342005
1751,Office,33,2020,Mixed,905.9576797607562,517.394448749718
38451,Residential,35,2015,Concrete,22083.631947564478,574.3317975492049
38067,Office,22,2023,Concrete,22359.976728775702,587.3847881045447
28916,Education,34,1998,Steel,21058.24671274935,728.2558691641082
39554,Office,2,1994,Timber,7073.121151996824,178.8218929058205
27986,Office,15,1985,Concrete,13810.210663623257,493.4685436869598
12684,Education,4,2005,Mixed,4540.476642309024,357.9688302041173
11919,Office,15,2020,Steel,6916.213269022607,580.2679141725487
14754,Healthcare,35,2020,Steel,12348.966024819329,836.9910549558987
5567,Office,4,2000,Timber,1022.0354820197055,183.58819508167872
2255,Education,21,1980,Timber,658.5701069680867,292.04882792376355
13150,Education,38,2024,Steel,9638.914130501282,732.9972722814663
10778,Education,1,2009,Concrete,4596.146996578972,426.437836015863
20086,Residential,19,1989,Mixed,9663.25000780237,481.0937970627486
9555,Education,16,1995,Mixed,4220.808832729553,441.7382347179019
9634,Education,9,2019,Concrete,4893.21637376119,507.9111868134928
47478,Residential,30,2011,Mixed,21423.932192689794,451.23914639811693
1841,Education,6,2003,Steel,1110.7429223768645,603.3367313290954
37469,Residential,33,2000,Concrete,23471.606639165,626.4273569928474
39398,Healthcare,31,2016,Steel,35258.686749950495,894.9359548695492
27175,Office,12,1982,Mixed,11437.420775528228,420.88024932946564
38429,Residential,2,2005,Concrete,18862.56080603729,490.8418331478127
18665,Healthcare,16,2009,Steel,15243.317846106082,816.6792309727341
43186,Healthcare,24,1997,Timber,15405.369192464812,356.72137249258583
30454,Residential,11,2006,Mixed,13262.310525451752,435.48665283548144
30398,Education,35,2009,Timber,11586.703397842006,381.166635891901
26391,Healthcare,23,1991,Steel,19469.162420524706,737.7197688804783
17069,Office,23,2010,Steel,11762.989620415152,689.1434542395659
21971,Healthcare,9,2001,Mixed,10853.021886349605,493.9703193459381
34764,Education,28,2005,Concrete,19195.744505081115,552.1730671119869
17737,Office,15,1987,Mixed,7904.286853118483,445.6383183807004
6427,Healthcare,37,1983,Timber,3006.2256348560063,467.74943750676925
18885,Education,37,1991,Timber,6668.076648115391,353.08851724201173
31518,Healthcare,28,2008,Steel,25549.867192893063,810.6436700581592
49241,Education,39,2021,Timber,18483.647459065993,375.3710822092564
26811,Healthcare,11,1981,Steel,19859.791760488333,740.7329737976329
27382,Office,31,2002,Mixed,13689.256703927027,499.93633423150345
31524,Residential,16,2021,Steel,21614.774065860125,685.6608953768597
9491,Education,29,1984,Mixed,4394.64214782897,463.0325727351143
33692,Residential,38,2023,Steel,26005.8898325002,771.8713591505461
3387,Office,13,2005,Timber,774.665050802493,228.71716882270238
33872,Healthcare,15,1987,Timber,9777.707825166579,288.66638595791744
49068,Education,7,1997,Mixed,18738.8804106943,381.89615249641923
33035,Healthcare,29,1990,Steel,25777.0560791536,780.2953255381747
1735,Residential,33,1996,Timber,596.1360747034837,343.59427936800216
37497,Education,10,2020,Timber,9075.30850964948,242.0275891311166
15432,Residential,10,2019,Concrete,8068.686938255114,522.8542598661945
30347,Office,2,1998,Concrete,13583.67775141024,447.6118809572689
46202,Office,26,2004,Concrete,27211.329832537638,588.9643269238916
12964,Healthcare,11,1990,Mixed,6409.007648198389,494.36961186349805
22873,Office,36,1996,Steel,18347.5353740877,802.148182314856
36539,Office,20,1998,Steel,24060.699067952413,658.4936387955996
12159,Office,15,2005,Mixed,5373.4475431572755,441.93170023499266
10453,Office,18,1997,Concrete,5642.991685497464,539.8442251504318
33177,Office,15,2023,Steel,22648.698197417776,682.6626336744665
12106,Healthcare,19,2010,Steel,9919.532494785433,819.3897649748417
35153,Healthcare,25,2012,Mixed,18108.381899400698,515.130483867684
25307,Healthcare,9,1993,Timber,6809.980899929188,269.09475243723824
47132,Residential,18,2017,Steel,28422.879203587247,603.0484427477562
28623,Healthcare,23,2008,Concrete,20879.423111446617,729.4631279546734
27524,Education,27,2013,Concrete,16051.384332122225,583.1777478608569
15907,Residential,11,1990,Timber,3585.7860148972622,225.42189067060175
44328,Residential,12,1993,Timber,10662.317108969362,240.53232965550808
29831,Residential,16,2017,Concrete,16002.535492267038,536.4397939146203
14223,Office,4,1994,Steel,7525.00879796536,529.0732474137214
27950,Residential,33,1996,Mixed,13911.284322226422,497.7203693104266
15223,Healthcare,14,1982,Timber,4640.455865541608,304.83189026746425
3397,Residential,35,2005,Timber,1112.2948717081342,327.43446326409605
16588,Healthcare,8,1998,Concrete,10279.779403450784,619.7118039215568
40278,Education,14,2009,Mixed,15262.61381015108,378.9317694560574
11349,Healthcare,34,1998,Timber,5047.237193146149,444.72968483092336
44825,Office,18,1998,Mixed,18355.140210397447,409.4844441806458
48362,Residential,35,1980,Timber,17913.619412997723,370.40691892390146
33758,Education,25,2019,Steel,24741.242473711995,732.900126598495
21736,Education,8,2013,Mixed,8125.761632635667,373.83886789821804
10328,Healthcare,39,2021,Steel,8826.854878205055,854.6528735674917
20476,Healthcare,20,2017,Steel,16986.092933065087,829.5610926482265
45230,Healthcare,9,1980,Mixed,22254.8287767156,492.03689535077604
20700,Office,32,1981,Mixed,11183.528472514929,540.2670759669048
3039,Education,26,2024,Concrete,1725.535603278445,567.7971712005414
9186,Residential,29,2003,Timber,3121.0668836271034,339.7634317033642
6258,Office,27,2002,Steel,4165.372199702172,665.6075742572982
49364,Healthcare,38,1985,Concrete,38371.781692616605,777.3231847625112
34148,Residential,3,1985,Mixed,13440.796473822904,393.60420738616915
34292,Healthcare,36,1994,Concrete,24092.382303042097,702.5656801307039
27936,Healthcare,13,2012,Timber,8988.217330525666,321.7431747754033
14336,Healthcare,17,2016,Timber,4458.900172169305,311.028192813149
4501,Residential,6,1998,Steel,2412.980536951271,536.0987640416065
14522,Healthcare,33,2005,Steel,13425.472822967464,924.4919999288985
39746,Residential,38,2005,Timber,13488.851823299017,339.37633531170474
17151,Healthcare,21,2005,Mixed,10152.010497445295,591.9194506119348
26483,Residential,33,2001,Concrete,16979.271844114726,641.1385358197608
40049,Office,12,1998,Mixed,15645.998423595773,390.6713881394235
24625,Healthcare,10,2018,Concrete,13828.53319769191,561.5647999062704
45420,Education,30,2005,Mixed,24356.921798386567,536.2598370406554
45173,Healthcare,13,2008,Steel,33453.25237185258,740.5585719755735
22635,Education,28,1998,Steel,16934.98330075852,748.1768632983661
14681,Office,5,2012,Concrete,7544.217568423228,513.8762733072153
32391,Residential,27,2014,Timber,10925.580538777946,337.3029711579743
43472,Office,3,1996,Timber,8425.961974634842,193.8250362218173
27752,Education,28,1989,Timber,9485.538669001222,341.79657930964333
25807,Education,35,2005,Steel,19467.749906617402,754.359278746751
39567,Residential,39,1989,Concrete,25096.185582222508,634.2706190063059
10533,Healthcare,13,2019,Steel,7735.021218588786,734.3606967235153
15066,Office,16,1988,Mixed,6902.1249937819775,458.1259122382834
43016,Office,24,2014,Timber,11879.866735326583,276.1732084649103
13022,Office,23,2004,Concrete,7825.502184731483,600.9447231401845
28432,Healthcare,19,2014,Timber,10277.3359444519,361.47073524380625
28432,Healthcare,2,2009,Mixed,12000.199017209328,422.0666508585161
28493,Office,15,2015,Timber,6579.738218696616,230.92472602732656
37911,Education,12,1987,Concrete,19153.762430332547,505.22968084019266
36565,Healthcare,20,2002,Steel,27799.266770489725,760.2698419387317
21303,Residential,5,2001,Steel,12114.586681873425,568.6798423636776
13693,Residential,17,1992,Timber,3468.1403164687854,253.2783405001669
43244,Education,36,1994,Steel,32463.089316227604,750.6958032612063
11652,Residential,4,2011,Steel,6549.901327058038,562.1267874234499
9524,Healthcare,20,1997,Mixed,5177.941711707637,543.6730062691765
18636,Residential,12,2004,Concrete,9560.941328172354,513.0361305093558
42735,Healthcare,28,2001,Mixed,26444.511576429595,618.8021896906422
47084,Residential,34,2017,Timber,17765.392333674343,377.3127247828209
12998,Office,5,2019,Mixed,5125.745739936679,394.3488028878811
37111,Office,18,2022,Steel,23175.362077633796,624.4876742107136
36442,Residential,31,2010,Steel,26435.134950106672,725.4029677324701
3063,Healthcare,16,1999,Concrete,1880.450859885137,613.9245379971064
44550,Office,15,2020,Concrete,25339.833764739164,568.7953707012158
19451,Office,35,2002,Mixed,11225.095364658711,577.0960549410679
22621,Office,22,1987,Concrete,12319.988990611175,544.6261876402978
46306,Healthcare,37,1982,Timber,20995.69238388605,453.4119203534326
5963,Residential,35,1988,Concrete,3985.781027227155,668.4187535178861
21185,Healthcare,12,2003,Steel,14605.460667543546,689.4246243825133
18945,Healthcare,23,2012,Concrete,12595.290435675335,664.8345439786401
25265,Education,36,2010,Timber,9654.34408496177,382.12325687558945
5085,Education,38,1981,Steel,3680.326067460505,723.7612718703058
42850,Education,37,2011,Mixed,21936.678530056248,511.9411558939615
39009,Healthcare,35,2020,Timber,17994.99883901662,461.3037719248538
6399,Residential,38,1996,Mixed,3165.379744657229,494.66787695846676
49373,Healthcare,15,2024,Steel,33420.736170485914,676.9030881349304
20295,Healthcare,13,1994,Concrete,13623.036743446366,671.2508865950415
27414,Office,29,2017,Steel,18726.217679914756,683.0895775849842
45802,Residential,20,1993,Mixed,21029.86079749624,459.1472162241003
23672,Education,37,2003,Concrete,14186.531128104603,599.2958401531178
22817,Healthcare,8,1982,Concrete,12289.457932878313,538.6097178804538
3559,Office,25,2009,Steel,2462.3894907365407,691.8767886306662
36902,Office,32,2002,Mixed,19370.055291055636,524.905297573455
48678,Education,16,2002,Mixed,22670.23488368537,465.71828924124594
26618,Office,37,2014,Timber,10475.671658998235,393.5559267788052
27480,Education,26,1992,Concrete,15509.510914161277,564.3926824658398
48595,Education,33,2006,Timber,17445.09541532347,358.9895136397463
28981,Residential,37,1982,Mixed,14105.062653959483,486.700343465011
5223,Office,33,2014,Timber,1836.8512270673275,351.68509038241
34014,Residential,19,2015,Concrete,19760.16607595515,580.9421437042145
35139,Office,15,1992,Steel,19861.99660204412,565.2408037236154
31838,Healthcare,32,2016,Concrete,23954.251631487612,752.3792836072496
10021,Office,18,2002,Steel,6183.564092822792,617.0605820599533
13021,Healthcare,8,1998,Mixed,6352.127598944483,487.8371552833487
34748,Office,25,1996,Steel,23586.582431029117,678.7896405844687
35134,Healthcare,25,2023,Mixed,18510.231883287044,526.8466978791781
31428,Education,16,2017,Timber,8037.238988963933,255.734981193965
25996,Education,3,2005,Concrete,12558.809663499282,483.10546482148334
42499,Residential,20,2017,Mixed,18308.848505533257,430.80657204953656
22123,Residential,8,2023,Timber,4937.837301265238,223.19926326742475
25927,Residential,13,1984,Mixed,11301.060161724265,435.8799769246061
5876,Education,11,2016,Mixed,2330.0610402182624,396.53863856675673
11387,Residential,36,1984,Mixed,6606.947906547078,580.2184865677596
3430,Residential,19,2011,Concrete,1958.1353285488747,570.8849354369897
13085,Residential,25,1999,Concrete,7224.464030128173,552.1180000097954
36781,Residential,37,1982,Steel,24794.119045764222,674.1012763591045
3958,Education,17,1994,Steel,2507.581034677097,633.5475074980031
44967,Education,28,1993,Timber,14183.472848813517,315.4195932308919
11281,Healthcare,11,2009,Concrete,6286.14031352808,557.2325426405531
26074,Residential,21,2016,Steel,16580.35503906606,635.8961048962975
38055,Office,4,2008,Timber,7471.061418661295,196.32272812143725
13983,Education,9,2002,Timber,2911.8553770376066,208.24253572463752
44004,Office,4,2004,Concrete,20717.76153998565,470.81541541645424
49158,Residential,38,2011,Timber,19704.581727136454,400.8418106338023
34796,Healthcare,30,2001,Steel,29735.876112972554,854.5774259389744
23953,Healthcare,27,1986,Timber,9065.753809899916,378.48093390806645
25583,Healthcare,37,1984,Timber,11367.35584009781,444.33240198951694
25754,Residential,2,1991,Timber,4663.932237908418,181.0954507225448
5453,Residential,6,2002,Concrete,2805.5593277136204,514.4983179375794
4429,Residential,32,1993,Concrete,2760.779404375504,623.3414776192151
22796,Education,38,2001,Timber,8561.659267203206,375.57726211630137
7546,Education,16,1984,Mixed,3155.5025848218193,418.1689086697349
45974,Residential,19,1999,Steel,32470.135989802708,706.2717185757756
17268,Education,16,2014,Mixed,7320.531758466876,423.9362843680146
8240,Education,29,1984,Timber,2823.8658265066383,342.7021634109998
13199,Education,8,1981,Mixed,4975.293274676172,376.9447135901335
28321,Office,21,1984,Concrete,15121.70954800926,533.939816673467
49005,Education,16,2002,Mixed,22063.286372622675,450.2252091138185
31398,Residential,12,2020,Timber,8208.4009869255,261.43069580627747
27230,Office,13,1981,Mixed,11990.945077320303,440.35788018069417
9190,Office,21,1987,Timber,2758.909763945361,300.20780891679664
43018,Education,38,2005,Timber,16455.567032400657,382.52747762333576
41812,Healthcare,12,2011,Timber,12919.505750955992,308.99037957897235
5970,Education,13,2023,Concrete,3127.9732527737456,523.9486185550662
41562,Healthcare,19,2014,Mixed,21840.951710472284,525.5029043470546
22245,Education,31,1982,Timber,6800.281150321175,305.69930997173185
40218,Education,35,2000,Steel,29649.960314671313,737.2310983806085
46286,Residential,34,1997,Concrete,26624.990268777234,575.2277204506164
12103,Education,18,2010,Mixed,5670.672031194939,468.5344155329207
5648,Residential,11,1994,Timber,1409.6286550149357,249.58014430151127
26559,Office,11,2009,Concrete,14200.120289141236,534.6632135675754
5544,Education,12,1983,Steel,3105.185094440776,560.0983215080764
42053,Education,32,2023,Timber,13970.984134962662,332.22324530860254
49171,Healthcare,8,2002,Concrete,27162.926601641906,552.4176161079072
22836,Residential,39,2014,Steel,16530.115870242465,723.8621418042769
21830,Office,5,2019,Mixed,7981.853523590751,365.63689984382734
44394,Office,10,2002,Steel,28454.84925484851,640.9615996496939
18242,Office,9,1983,Mixed,7431.768770918786,407.3987923976968
4669,Office,13,2002,Timber,1242.6284919212505,266.14446175224896
10251,Office,31,1994,Concrete,6233.941572227024,608.1300919156204
20098,Residential,14,2024,Timber,5404.6121590272,268.91293457195735
31775,Education,21,1988,Concrete,17792.870758086872,559.9644613087921
12973,Healthcare,1,2001,Timber,2883.2377370013596,222.249112541537
48276,Residential,31,1994,Concrete,28825.011358478965,597.0878150318784
33961,Education,11,2012,Concrete,18283.879534467476,538.3787148337057
12801,Education,30,2018,Steel,8146.487318114304,636.3946033992894
46013,Education,7,1981,Steel,28000.139279444622,608.526705049543
1875,Office,7,2017,Steel,1047.557102763792,558.6971214740224
42184,Office,39,2014,Concrete,24700.831550644674,585.5497712555631
47018,Office,8,2010,Timber,10752.540234908922,228.6898684526973
25944,Healthcare,27,2021,Timber,9758.168852150884,376.12430049918606
18381,Residential,4,2000,Timber,3768.7518884139245,205.03519331994582
47165,Office,1,2004,Concrete,21975.99594176265,465.93863970661823
33996,Healthcare,11,2001,Concrete,20381.47608420962,599.5257113839751
26044,Office,36,1999,Mixed,13227.865916419996,507.9045429434801
17945,Office,26,2019,Concrete,9968.830294929829,555.5213315647717
2292,Residential,15,1988,Timber,533.6552783137436,232.83389106184273
36159,Healthcare,3,2005,Mixed,17133.015016031604,473.82435952409094
10866,Healthcare,8,1993,Steel,7471.87814767726,687.6383349601749
45810,Healthcare,6,2011,Timber,10828.497988573545,236.3784760657836
1092,Office,22,1993,Timber,292.0286098248144,267.42546687254065
28057,Office,38,1988,Concrete,16991.56987571038,605.6089345158207
45031,Residential,2,1989,Mixed,14770.658679837883,328.01089648992655
11169,Office,7,2014,Timber,2377.465070330206,212.86284092848112
11030,Office,1,1991,Timber,2076.4808224742187,188.25755416810685
12395,Residential,34,2002,Mixed,6936.245709917401,559.6002993075757
41771,Healthcare,12,2003,Steel,28915.83066521762,692.2465506025143
45592,Residential,30,1987,Concrete,28561.390981639688,626.4561980531604
6911,Residential,28,2011,Steel,4490.016777599565,649.6913294168087
19440,Healthcare,21,1980,Timber,6176.582613696241,317.72544309137044
30641,Healthcare,26,2019,Timber,10629.024936551574,346.8889702213235
2951,Office,3,1983,Concrete,1497.8513377739648,507.57415715823953
23897,Residential,21,2001,Timber,6854.190848577188,286.82223076441346
38240,Education,15,1990,Concrete,22082.885958359322,577.481327362953
16151,Residential,37,2008,Timber,5374.379769689044,332.75832887679053
32649,Office,33,1998,Mixed,16096.819205642267,493.02640833233073
37499,Healthcare,38,1986,Steel,34845.55302763774,929.2395271243965
3302,Education,10,1987,Concrete,1722.8109607719246,521.747716769208
42226,Healthcare,16,2016,Concrete,28044.52353995867,664.1529754170101
10779,Residential,37,1988,Timber,3998.4771200053538,370.9506559054972
24809,Residential,25,2019,Mixed,12077.411092581042,486.81571577173776
30898,Residential,23,1996,Steel,22517.40378453267,728.7657383821823
15412,Healthcare,38,1982,Mixed,9611.788669206617,623.6561555415661
14044,Residential,3,1993,Mixed,5410.768149207967,385.272582541154
24164,Education,13,2006,Timber,6230.409201883408,257.8384870834054
7436,Office,11,1988,Mixed,3047.6188098466505,409.8465317168707
22143,Residential,3,2018,Timber,4162.816983072819,187.9969734486212
1837,Residential,12,2017,Concrete,983.5038808961249,535.3858905259253
38974,Office,30,2001,Timber,12149.291537202655,311.7281145687549
38443,Healthcare,5,1998,Concrete,22388.844708600816,582.3906747288405
21229,Office,5,2022,Mixed,7966.807146356138,375.2794359770191
25100,Healthcare,38,2016,Concrete,20931.408241399913,833.9206470677257
24661,Healthcare,23,1982,Timber,8056.6146334853165,326.6945636221287
1650,Education,29,1985,Concrete,972.3567636962682,589.3071295128898
18034,Education,25,1998,Mixed,8271.471610379716,458.6598430952488
7603,Healthcare,35,1985,Steel,6737.338426103879,886.142105235286
29544,Healthcare,17,2014,Timber,9381.930417495547,317.55789390385684
45515,Residential,1,1989,Timber,9258.101950117301,203.40771064741955
30764,Office,13,2024,Timber,6914.362346282409,224.75498460156055
9896,Education,20,1987,Timber,2830.9432314447413,286.06944537638856
31699,Education,25,2004,Concrete,19902.572006325154,627.8611945589815
43906,Education,32,2006,Mixed,21990.866366751314,500.862441733506
15282,Education,3,2004,Mixed,5517.551520357412,361.04904595978354
2415,Office,39,2010,Steel,1920.4691718704348,795.2253299670538
10347,Education,37,1987,Concrete,6661.998988376513,643.8580253577378
20625,Office,8,2011,Timber,4816.765228721145,233.54013230163127
